,ProductName,ProductGroupName,DB,Server
3211,Water 90p,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3212,Americano Medium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3213,Frostino- Belgian Chocolate Medium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3214,Bobby's Cheddar Cheese,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3215,Metcalfe's Dark Choc & Orange,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3216,Vegetarian Course Minus Side,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3217,Tyrrells sweet chilli & red pepper ,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3218,Oat Burst Original,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3219,World Food/ Roast Dinner,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3220,Bobbys Cashew Nuts,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3221,MB Spotty Cookie,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3222,MB Chocolate Flapjack,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3223,Herbal Tea,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3224,Bobby's Doughnuts,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3225,Walkers Begian Choc Biscuits,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3226,MB Double Choc Muffin,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3227,Walkers Prawn Cocktail,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3228,MB Caramel Flapjack,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3229,Tomatoes,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3230,Pizza 3.45,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3231,Speciality Tea Small,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3232,Metcalf's White Chocolate,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3233,Bacon Muffin,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3234,Gluten Free Sandwiches 2.99,Sandwiches/Salads,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3235,Speciality Tea Medium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3236,Espresso Small,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3237,Crave Granola,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3238,Sandwich Basic 1.70,Sandwiches/Salads,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3239,Princes Gate Water,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3240,Biscolata Milk Creme,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3241,Wedges,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3242,Pasta Pots,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3243,Nut Free Berry,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3244,Cup,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3245,Main Course Vegetarian,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3246,Frostino- Salted Caramel Crunch Medium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3247,Mocha Small,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3248,Oasis Summer Fruits,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3249,Hot Chocolate Medium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3250,Fruit Coolers- Mango & Passion Fruit Sm,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3251,Coke Cola 330ml,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3252,Jam Portions,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3253,Bobby's Doughnuts,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3254,sanpellegrino blood orange 330ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3255,Menu A (Min x 10),Hospitality,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3256,Latte Medium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3257,Chips ,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3258,Extra Mints,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3259,Vegetables,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3260,Pizza 2.50,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3261,Vegetarian Sausage,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3262,Paninis 3.50,Sandwiches/Salads,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3263,Biscuits- Fruit & Lemon,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3264,Tea,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3265,Wraps 2.99,Sandwiches/Salads,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3266,Tray Bakes,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3267,Crave Bakewell,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3268,Jacket Potato,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3269,Academy,Vouchers,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3270,Biscolatta Stix,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3271,MB Belgian Choc Brownie,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3272,Iced Americano Medium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3273,Fried Bread,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3274,Iced Americano Small,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3275,Samosa ,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3276,Coke Zero 330ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3277,Vegetarian Main,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3278,Jacket Potato with 1 filling,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3279, 5 Item Breakfast Vegtarian/ Halal,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3280,Potatoes,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3281,Bobby's Crumble,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3282,Banana Milk,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3283,Bobbys Vimto Rip Roll,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3284,Tea/ Coffee,Hospitality,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3285,Tyrrells Lightly Salted,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3286,Biscolatta Caramel,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3287,Sandwich Premium 2.30,Sandwiches/Salads,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3288,Frostino- Salted Caramel Crunch Small,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3289,Meat or Fish Pasta Bake,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3290,Cupcakes,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3291,Princes Gate Lemon & Lime,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3292,Soup & Roll,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3293,5 Item Breakfast,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3294,Radnor fruits cans 330ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3295,Go Ahead Strawberry,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3296,Americano Large,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3297,MB Chocolate Chip Muffin,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3298,Fanta Orange,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3299,10 Item Breakfast,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3300,Diet Coke 500ml,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3301,Bottles 500ml ,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3302,Butter Croissant,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3303,Orange or Apple Juice per Litre,Hospitality,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3304,Donna Burger Bap,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3305,Biscolatta Choco Roll,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3306,Sprite,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3307,MB Blueberry Muffin,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3308,Biscolatta,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3309,Assorted Sauce Pot,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3310,Oasis  Citrus,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3311,Bobbys Strawberry Rip Roll,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3312,Hot Chocolate Large,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3313,Bread Rolls,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3314,Free Breakfast £1.50,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3315,Lilt,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3316,Hot Chocolate,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3317,Strawberry Milk,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3318,Princes Gate Forest Fruit,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3319,Iced Latte Medium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3320,Frostino- Strawberry Small,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3321,Coke 500ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3322,Crimble's Choc Macaroon GF,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3323,Boiled Egg,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3324,Radnors fruits cans apple ,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3325,Mini Fish & Chips,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3326,Small Salad 2.30,Sandwiches/Salads,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3327,Fruit Coolers-Red Summer Berries Medium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3328,Biscolata DuoMax,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3329,Sanpellegrino limonata 330ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3330,Ribena Blackcurrant,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3331,Curry Sauce/Custard,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3332,Fruit Coolers- Mango & Passion Fruit Med,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3333,MB Yoghurt Flapjack,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3334,Juice 100% Apple,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3335,Beans on Toast,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3336,Biscuits- Stem Ginger,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3337,Tunnocks Caramel Wafer,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3338,Biscolatta Burgers,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3339,Porridge,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3340,Fresh Fruit,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3341,Hot Chocolate Small,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3342,Hot Chocolate Sachets,Hospitality,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3343,LB Blackcurrent Conserve Flapjack,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3344,Deli Bar baguettes £2.60,Sandwiches/Salads,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3345,Marmite,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3346,Sausage Muffin,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3347,Bobby's Salt & Vinegar,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3348,Black pudding,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3349,Latte Small,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3350,Syrups,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3351,DR Pepper,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3352,Simply Wafers Hazelnut,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3353,Hot Dog,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3354,Lucozade,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3355,Burger Without Bun,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3356,Crimble's Jam Coconut Ring GF,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3357,Sanpellergrinon orange 330ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3358,English Breakfast Tea,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3359,Oasis Zero Citrus,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3360,Ribena Strawberry,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3361,Cream ,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3362,Sprite 500ml,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3363,Bacon & Egg Muffin,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3364,Oranka Premium,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3365,Dr Pepper,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3366,MB Belgian White Choc Cookie,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3367,Sub Rolls 2.50,Sandwiches/Salads,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3368,Fanta Lemon 500ml,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3369,Metcalfe's Milk Choc,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3370,Latte,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3371,MB Mixed Berry Muffin,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3372,Fish Finger x 3,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3373,Sanpellergrinon lemon & mint 330ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3374,MB Granola Flapjack,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3375,Walkers Stem Ginger Biscuits,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3376,Large Fish,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3377,Walkers Cheese & Onion ,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3378,Sausage Pork/ Halal,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3379,Fanta Grape,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3380,Sausage Egg & Cheese Muffin,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3381,Cappuccino,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3382,Walkers Salt & Vinegar,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3383,Beef Burger 4oz,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3384,Bobby's Onion Rings,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3385,Biscuits- Oat & Honey,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3386,Seasonal Fruit Platter (p/p),Hospitality,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3387,MB Bakewell Flapjack,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3388,Bobby's BBQ Ribs,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3389,Fruit Pots,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3390,Squash- Per Jug,Hospitality,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3391,Student Specials 2.50,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3392,Dr Pepper Zero 330ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3393,Egg & Cheese Muffin,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3394,Bacon Egg & Cheese Muffin,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3395,Cherry Coke 500ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3396,Bobby's Prawn Spirals 50p,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3397,Peach & Passion Fruit Yogurt,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3398,Baguettes,Sandwiches/Salads,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3399,Lilt ,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3400,Fish Fingers Each,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3401,Main Course Meat,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3402,Fanta Fruit Twist,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3403,Bacon,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3404,Extra Shot,Costa‎,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3405,Crave Golden Syrup,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3406,Chicken/ Fish Wrap,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3407,Pizza Slice,Lunch,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3408,MB Triple Choc Cookie,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3409,Fried Egg,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3410,Walkers Ready Salted,Cakes & Confectionary,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3411,Kettle- Cheddar & Onion,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3412,Coke Zero 500ml,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3413,Coke Zero Sugar 330ml,Drinks,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3414,Bobby's BBQ Sauce 50p,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3415,Bobby's Millions,Breakfast,CZ00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3416, Panini ,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3417,1 Slice Bread & Butter,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3418,2 Slices Bread & Butter,Hot Food,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3419,Bacon,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3420,Bacon & egg,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3421,Baked beans,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3422,Barm Cake ,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3423,Belly Buster,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3424,Bread,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3425,Bread & Butter ,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
3426,Bread & Butter 30p,Breakfast,DV00000001,oltp-prod-1.c9720j1ytny1.eu-west-1.rds.amazonaws.com
